Age,MonthlyIncome,NetworkQuality,TenureMonths,ServiceRating,MonthlySpending,DataUsageGB,CallUsageMin,SMSUsage,CustomerCareCalls,ChurnRiskScore,Churned,Gender_Male,Region_Metro,Region_North,Region_Rural,Region_South,Region_West,SubscriptionType_Prepaid,PaymentMethod_Debit Card,PaymentMethod_Net Banking,PaymentMethod_UPI,ContractType_One Year,ContractType_Two Year,AdditionalServices_Yes,InternationalPlan_Yes,DataSplit_Train,DataSplit_Validation
0.8356710969299971,-1.682496535434323,1.4074536187258477,1.6005849539596677,0.013482297174090534,1.3534467890070365,1.2426863349056831,-0.9208034873813089,0.1629531948413953,0.8357242763648844,-1.044918372142328,-0.9373579170935348,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
1.7075170963272943,0.3488444468340892,0.7043947153211584,0.6594246740724353,-0.6887206806431209,1.8651807169811667,0.13201721372604283,-0.49243359254277197,0.8353186026886128,-1.5297562681153998,-0.632536054474347,1.0668283499441704,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.16502032816284534,0.16094251633505172,-0.7017230914882205,0.8476567300498818,0.715685274991302,0.2858130603399242,0.2204116782455614,-0.9446018148723387,-0.39075949397396026,-0.1382971243034679,0.7077064779465916,-0.9373579170935348,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.7738907481111672,-1.578469523898349,0.7043947153211584,1.7019406764090619,0.013482297174090534,1.9875504249200648,0.74394132446061,-0.020666747573533616,0.5930693013318947,1.253162019508464,-0.20297114023686672,1.0668283499441704,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.1039314044368578,1.086230118460828,0.7043947153211584,1.6005849539596677,0.715685274991302,0.972947194111229,0.6551805845356241,0.09412518503025732,0.6326202076758487,-0.4165889530658543,-0.5981708613353486,1.0668283499441704,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
-1.2433462862481734,-0.46819475778034014,-0.7017230914882205,-1.6283187754996062,-0.6887206806431209,-0.9254136824970811,-0.8526287496123723,0.9214670407478237,0.14812160496241258,0.6965783619836913,0.656158688238094,1.0668283499441704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.3715002868508761,0.3324614488820469,1.4074536187258477,1.0938063417126964,1.4178882528085133,-2.6583782634890875e-16,-0.531918004584926,0.7786770758016448,1.502740147242836,1.253162019508464,-1.3026573206848162,-0.9373579170935348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.8356710969299971,0.1125473414030985,0.7043947153211584,0.7463010076004876,1.4178882528085133,0.036058794372536694,-0.6252693962584394,0.5994896688103614,0.14317774166941832,-0.6948807818282406,-0.78717942359984,1.0668283499441704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.5056304406043064,1.8792978812865333,0.0013358119164689189,-1.150498941095319,-0.6887206806431209,-0.5625766953540152,1.76186951297585,0.10532439796721255,-0.3116576812860523,-0.9731726105906271,-0.22015373680636594,-0.9373579170935348,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
-0.23737013309744573,-0.5226204841056832,1.4074536187258477,-1.2663340524660553,-1.3909236584603324,-0.979332747370124,-0.3570825443750496,0.946665269855973,-1.5970621374645564,-0.4165889530658543,-1.5775788657968037,-0.9373579170935348,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
-1.0421510556180278,-0.8745031579099786,-0.7017230914882205,1.5716261761169836,1.4178882528085133,1.3333803736459258,-0.19689810038387812,-1.5689579361075918,-0.8851458232733849,-0.27744303868466114,0.8451672505025855,1.0668283499441704,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-1.0421510556180278,-0.8745031579099786,-1.40478199489291,1.6585025096450359,1.4178882528085133,-0.11630911135996076,1.1939717059784902,0.6050892752788389,0.23216728094331476,0.13999470445891848,1.3778277441570612,1.0668283499441704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-0.17030505622073056,0.14772555786453906,0.0013358119164689189,-0.20933866120808678,1.4178882528085133,0.24249015711797678,-1.2703292220076439,-0.5904267057411301,-1.2460478436619649,0.8357242763648844,0.1578633877226167,-0.9373579170935348,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6344758662998515,0.7425389436325539,1.4074536187258477,0.9200536746565919,-1.3909236584603324,-0.21045454032520083,-0.6847281037460161,1.5808207024110619,-0.2671629116491041,-0.6948807818282406,-1.5088484795188069,-0.9373579170935348,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9027361738067122,-1.512686259115455,-0.7017230914882205,1.7019406764090619,0.013482297174090534,-0.15841549618866502,-1.473270214997069,-0.6380233607231898,-1.1422267145090856,-1.3906103537342067,0.46715012597360284,-0.9373579170935348,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
-0.17030505622073056,-0.7303729796079621,0.0013358119164689189,1.325476564454169,0.013482297174090534,-2.6583782634890875e-16,-0.2101816884221703,-0.6072255251465629,1.2159960762491697,-1.5297562681153998,-0.18578854366736747,1.0668283499441704,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
